red,green,blue,Y,cblue,cred,class
187.930897,172.11547,157.866059,175.219849819,97.133941,67.06910300000001,0
157.770116,155.238244,155.021622,155.97057882,99.97837799999999,97.229884,0
136.08589,160.943301,172.354256,154.811783981,82.64574400000001,118.91411,0
156.581793,157.975618,130.583802,154.436197301,124.41619800000001,98.418207,0
153.377934,135.228546,115.569936,138.41413147199998,139.43006400000002,101.62206599999999,0
154.464036,135.993494,119.722723,139.661318164,135.277277,100.535964,0
165.282413,144.043351,132.408802,149.06749195199998,122.59119799999999,89.71758700000001,0
175.337027,131.576324,110.042642,142.20593444899998,144.957358,79.662973,0
167.444773,154.492094,129.811346,155.551339749,125.18865400000001,87.555227,0
159.039565,143.747488,131.19787,146.889162571,123.80213,95.96043499999999,0
142.819141,128.351073,113.28849,130.95989087,141.71151,112.180859,0
156.858448,130.564324,105.738685,135.59614423,149.261315,98.14155199999999,0
174.04292,149.175857,125.451413,153.906522221,129.548587,80.95707999999999,0
142.992887,126.857365,107.080738,129.42735059999998,147.919262,112.007113,0
162.764235,148.727949,138.218428,151.72671312,116.78157200000001,92.23576499999999,0
170.090872,141.213405,131.098385,148.694655353,123.90161499999999,84.90912800000001,0
160.000052,130.423141,116.358086,137.66322111899999,138.64191399999999,94.99994799999999,0
165.444869,144.576833,123.903243,148.45958650400001,131.096757,89.55513099999999,0
149.735369,127.919342,105.459485,131.881910375,149.540515,105.26463100000001,0
150.408066,132.708527,106.506552,135.013664011,148.493448,104.59193400000001,0
180.913424,159.965409,136.619832,163.567469707,118.380168,74.08657600000001,0
182.679867,151.173984,126.541347,157.786122399,128.458653,72.320133,0
170.505641,144.257243,121.766021,149.541514694,133.233979,84.494359,0
153.198419,122.845669,96.345416,128.90011240799998,158.654584,101.801581,0
168.240933,150.38756,133.240597,153.77096474500001,121.75940299999999,86.75906699999999,0
163.36732,138.008921,116.450632,143.133437355,138.54936800000002,91.63268,0
189.421757,170.656181,152.106022,174.152370098,102.893978,65.57824299999999,0
155.082995,147.219476,131.991781,147.83471095099998,123.008219,99.91700499999999,0
168.753876,136.731601,111.008624,143.373841847,143.991376,86.24612400000001,0
180.462734,155.06141,134.643143,160.328723438,120.35685699999999,74.53726599999999,0
186.266135,160.634782,132.521992,165.09369848699998,122.47800799999999,68.73386500000001,0
160.068361,139.795486,115.257796,143.059778965,139.74220400000002,94.93163899999999,0
177.873416,152.356024,135.117281,158.020507506,119.88271900000001,77.12658400000001,0
171.610102,150.440967,132.540592,154.729895615,122.459408,83.38989799999999,0
162.149363,144.430489,123.36479,147.32694264,131.63521,92.850637,0
154.658461,138.588937,117.095939,140.943522904,137.904061,100.34153900000001,0
188.261859,158.475228,138.942641,165.154715751,116.05735899999999,66.73814100000001,0
157.722376,142.441333,112.872255,143.639489965,142.127745,97.277624,0
160.251882,147.97013,123.485548,148.85113149999998,131.514452,94.748118,0
159.568249,141.176726,122.847144,144.58621902899998,132.15285599999999,95.43175099999999,0
161.07175,118.261538,85.854226,127.36735782000001,169.14577400000002,93.92824999999999,0
161.194612,147.527795,129.172447,149.52166361099998,125.827553,93.805388,0
168.701734,147.192034,130.818757,151.756880722,124.181243,86.29826600000001,0
161.834323,137.403006,120.410325,142.770804149,134.589675,93.16567699999999,0
172.367982,142.44716,120.101761,148.84611029200002,134.898239,82.63201799999999,0
172.779512,154.188123,138.80038,157.99274560899997,116.19962000000001,82.22048799999999,0
169.948922,147.175394,133.320852,152.40526108400002,121.679148,85.05107799999999,0
157.627224,144.297491,126.622351,146.268115207,128.37764900000002,97.37277599999999,0
161.91332,146.776989,126.308074,148.96929565899998,128.691926,93.08668,0
162.942693,139.904979,125.926574,145.19971731599998,129.07342599999998,92.05730700000001,0
163.953654,144.962894,120.014068,147.796965076,134.985932,91.046346,0
168.32961,148.148505,124.484156,151.484919609,130.51584400000002,86.67039,0
168.305301,148.434296,124.296016,151.62396257499998,130.703984,86.69469900000001,0
175.204413,168.79482,155.628308,169.210305939,99.371692,79.79558700000001,0
173.632027,150.060883,122.768992,153.99737948199999,132.231008,81.367973,0
147.676913,102.72588,76.140863,113.135546929,178.859137,107.32308699999999,0
159.089971,133.031071,112.443702,138.475722034,142.556298,95.91002900000001,0
165.926168,153.130642,125.708588,153.830390118,129.29141199999998,89.07383200000001,0
165.710184,126.489683,108.818588,136.202107969,146.181412,89.289816,0
168.232636,149.870885,126.050203,152.645490801,128.949797,86.76736399999999,0
169.642529,154.385261,132.641217,156.468363116,122.35878299999999,85.357471,0
159.479922,153.263218,142.8949,153.94002424399997,112.1051,95.52007800000001,0
162.80805,145.175759,121.965319,147.801823849,133.034681,92.19194999999999,0
189.89396,176.493236,152.910303,177.811598114,102.089697,65.10604000000001,0
158.155045,137.014084,113.709584,140.678518339,141.290416,96.844955,0
146.049107,147.491865,142.261361,146.464202902,112.738639,108.95089300000001,0
164.831339,145.886774,116.757972,148.230515507,138.242028,90.16866099999999,0
152.149114,131.439425,105.876114,134.717404557,149.123886,102.850886,0
174.088292,157.517457,138.826592,160.34137805499998,116.173408,80.911708,0
190.003029,176.975493,156.423991,178.527855036,98.576009,64.996971,0
172.268893,156.616899,144.187199,159.87985940599998,110.81280100000001,82.73110700000001,0
194.515223,172.766463,146.56027,176.28183623799998,108.43973,60.48477700000001,0
160.547545,142.935404,122.944515,145.922472813,132.055485,94.45245499999999,0
170.670808,147.408037,124.170924,151.71457464699998,130.829076,84.329192,0
176.075882,155.945713,135.430854,159.62593960499999,119.56914599999999,78.92411799999999,0
159.991569,136.606255,114.02479,141.024176876,140.97521,95.008431,0
154.605116,116.245477,98.242778,125.66270137499998,156.757222,100.39488399999999,0
161.470942,130.717092,117.421869,138.39683772799998,137.57813099999998,93.52905799999999,0
154.745308,138.074413,113.95128,140.30897344299999,141.04872,100.254692,0
154.162986,120.732341,103.005314,128.707222777,151.994686,100.83701400000001,0
167.884112,152.715141,132.33624,154.92746861499998,122.66376,87.11588800000001,0
148.737692,129.800278,108.383579,133.0210611,146.616421,106.26230799999999,0
147.166379,133.929513,112.832127,135.48223392999998,142.167873,107.833621,0
164.920712,148.09858,122.350674,150.193136184,132.649326,90.07928799999999,0
165.374933,131.456418,114.277206,139.639623817,140.722794,89.625067,0
174.04163,147.916788,122.684864,152.85167642200003,132.315136,80.95837,0
193.03804,170.11374,144.993491,174.10439731399998,110.006509,61.961960000000005,0
152.945137,122.203066,104.97968,129.431479225,150.02032,102.05486300000001,0
154.263617,138.444124,118.836251,140.93885488499998,136.163749,100.73638299999999,0
187.304199,163.017127,138.180841,167.44762492399997,116.81915900000001,67.69580099999999,0
191.928059,165.965434,146.132154,171.467264955,108.86784599999999,63.07194100000001,0
184.279334,158.299298,136.799765,163.616382002,118.20023499999999,70.720666,0
190.106107,168.548643,153.058806,173.22848331799997,101.941194,64.89389299999999,0
177.483,156.736292,145.517479,161.66061301,109.48252099999999,77.517,0
174.541987,145.459835,136.674166,153.15383218199997,118.32583399999999,80.458013,0
169.122784,121.728584,101.967829,133.64672373,153.032171,85.877216,0
174.58974,154.725432,148.628605,159.969821814,106.371395,80.41026,0
161.684534,144.783489,129.471985,148.091389999,125.52801500000001,93.31546599999999,0
163.067139,146.54212,133.71432,150.020731481,121.28568000000001,91.932861,0
162.188593,141.113395,128.914318,146.024184424,126.08568199999999,92.811407,0
158.399189,139.998949,124.979167,143.788365612,130.02083299999998,96.600811,0
163.789405,149.973098,135.074248,152.405704893,119.92575199999999,91.21059500000001,0
173.395812,156.720224,144.518344,160.315210492,110.48165599999999,81.604188,0
160.439236,133.719375,121.591421,140.326026683,133.408579,94.560764,0
161.554013,114.202716,98.423435,126.56191576899998,156.57656500000002,93.445987,0
161.132706,141.214522,122.396449,145.024798694,132.60355099999998,93.86729399999999,0
163.409001,143.931419,124.734204,147.566733508,130.265796,91.59099900000001,0
167.6024,152.115114,134.828538,154.77514285,120.17146199999999,87.39760000000001,0
165.726844,142.265238,119.859466,146.726000186,135.140534,89.273156,0
162.95835,134.031318,111.438662,140.104937784,143.561338,92.04165,0
150.121023,121.420409,93.703861,126.842206114,161.29613899999998,104.87897699999999,0
160.141616,138.162156,115.214897,142.118027014,139.785103,94.858384,0
145.747523,129.190557,105.652988,131.457806968,149.347012,109.252477,0
145.172099,126.847513,103.318808,129.644291844,151.681192,109.827901,0
149.953625,135.033463,111.094332,136.765530504,143.905668,105.04637500000001,0
146.041636,133.389359,113.432223,134.89727631899999,141.567777,108.95836399999999,0
155.315597,132.95683,108.76578,136.88432163299998,146.23422,99.684403,0
148.56743,134.708351,113.596928,136.445513399,141.403072,106.43257,0
184.849322,161.98235,137.178154,165.99189628399998,117.821846,70.150678,0
168.116843,154.939311,134.025707,156.495242212,120.97429299999999,86.88315700000001,0
165.385428,151.247382,135.455669,153.674402472,119.544331,89.61457200000001,0
189.70248,148.487084,125.71049,158.213955688,129.28951,65.29751999999999,0
163.564502,131.862118,108.654756,138.695491548,146.34524399999998,91.435498,0
163.556365,128.232125,105.230737,136.17191452799997,149.769263,91.443635,0
187.816008,143.915468,116.575493,153.92497231,138.424507,67.18399199999999,0
156.311117,131.5207,111.357397,136.634418141,143.642603,98.688883,0
174.743937,145.088957,125.964562,151.77561498999998,129.035438,80.25606300000001,0
156.290188,135.904469,115.746663,139.701809097,139.253337,98.709812,0
157.772085,140.073883,122.006521,143.30596613,132.99347899999998,97.227915,0
159.571622,132.332962,108.150749,137.720549058,146.84925099999998,95.42837800000001,0
159.645382,152.804653,140.524852,153.45013365699998,114.47514799999999,95.35461799999999,0
156.934385,150.269316,135.395192,150.566521495,119.60480799999999,98.06561500000001,0
152.498492,147.167972,132.566006,147.09717335599998,122.43399400000001,102.501508,0
153.072607,125.017607,96.090441,130.108355076,158.909559,101.927393,0
165.395809,154.132528,140.915336,155.993489131,114.084664,89.60419099999999,0
163.023344,147.508105,132.089327,150.389420769,122.910673,91.97665599999999,0
180.43804,160.709426,145.371147,164.85971777999998,109.62885299999999,74.56196,0
181.151695,167.414163,152.740587,169.84889740399998,102.259413,73.84830500000001,0
159.331774,151.005629,136.539015,151.845952359,118.460985,95.668226,0
160.547545,142.935404,122.944515,145.922472813,132.055485,94.45245499999999,0
188.522107,166.08726,149.622963,170.91834939499998,105.377037,66.477893,0
151.660071,127.59662,101.690807,131.83832916699998,153.309193,103.33992900000001,0
176.535286,160.089246,144.774992,163.26078700399998,110.225008,78.46471399999999,0
164.823893,147.985616,133.164969,151.33070706499998,121.83503099999999,90.176107,0
164.022491,131.565684,118.236396,139.75073046100002,136.763604,90.977509,0
159.527842,135.832402,123.610951,141.52409314599998,131.389049,95.47215800000001,0
163.024633,134.226272,117.461119,140.92575449699999,137.538881,91.975367,0
160.395457,139.582863,123.147291,143.932173398,131.852709,94.604543,0
164.734885,127.555636,115.159078,137.25902383899998,139.840922,90.26511500000001,0
163.607036,148.954499,135.242376,151.77242554099996,119.75762399999999,91.392964,0
165.401184,141.591825,126.402157,146.97920118899998,128.597843,89.598816,0
165.720499,142.553487,127.069726,147.71527483399998,127.930274,89.27950100000001,0
155.759874,138.95116,124.638975,142.345376396,130.36102499999998,99.240126,0
151.050051,122.638516,99.828778,128.533254833,155.171222,103.949949,0
172.106948,133.69582,113.000399,142.821469278,141.99960099999998,82.89305200000001,0
157.828616,126.656637,104.670459,133.470634429,150.329541,97.17138399999999,0
174.605592,147.91129,126.581564,153.46129753399998,128.41843599999999,80.394408,0
156.251154,129.048327,111.996198,135.23802956699998,143.003802,98.74884599999999,0
166.818978,142.690072,122.491537,147.60198190399996,132.508463,88.18102200000001,0
155.163331,138.031104,122.11,141.33863401699998,132.89,99.836669,0
174.655931,152.847858,134.230018,157.24603806699997,120.769982,80.34406899999999,0
170.463257,146.404268,126.585351,151.338549173,128.414649,84.536743,0
175.204296,152.78645,133.645933,157.307367016,121.35406699999999,79.795704,0
168.187362,151.482731,127.749258,153.77179974700002,127.250742,86.81263799999999,0
177.691284,154.628838,124.559543,158.096609724,130.44045699999998,77.308716,0
151.895319,132.449644,108.695615,135.555941519,146.304385,103.104681,0
166.274337,139.719395,113.97811,144.724816168,141.02188999999998,88.725663,0
186.48618,168.659458,146.393456,171.45132364999998,108.60654400000001,68.51382000000001,0
166.809345,157.634567,142.131088,158.610429016,112.868912,88.19065499999999,0
163.807295,154.214369,133.85238,154.761387128,121.14761999999999,91.19270499999999,0
175.471723,164.424443,147.93366,165.847630458,107.06634,79.528277,0
157.294924,141.128308,121.700003,143.747299414,133.29999700000002,97.70507599999999,0
156.293605,141.423131,121.991955,143.65424866200001,133.00804499999998,98.70639499999999,0
186.970496,165.571005,140.836376,169.149705103,114.163624,68.029504,0
174.777903,148.640538,123.542665,153.594452613,131.457335,80.22209699999999,0
152.823408,136.41357,106.906614,137.95631857799998,148.093386,102.176592,0
152.978508,135.378791,110.01912,137.750103889,144.98088,102.021492,0
181.44228,168.145513,151.633229,170.238845957,103.366771,73.55771999999999,0
188.136912,166.090812,142.131939,169.951284378,112.86806100000001,66.863088,0
179.424418,163.059775,143.185244,165.687106723,111.81475599999999,75.575582,0
185.312649,160.330423,133.120483,164.698175414,121.87951699999999,69.687351,0
174.900074,149.070098,122.949859,153.815553578,132.050141,80.09992600000001,0
154.354244,148.144863,133.553188,148.338016969,121.446812,100.645756,0
158.36982,150.207673,136.779563,151.117350413,118.220437,96.63018,0
158.11509,150.064091,132.413513,150.459173809,122.586487,96.88490999999999,0
154.619244,144.473244,126.969847,145.51151074199998,128.03015299999998,100.38075599999999,0
171.440946,154.382,132.542967,156.992975092,122.457033,83.559054,0
174.869543,150.045516,125.369319,154.65481361499997,129.63068099999998,80.130457,0
157.128699,149.098835,134.281156,149.81054893,120.71884399999999,97.87130099999999,0
180.734412,151.83965,126.694843,157.61267583999998,128.305157,74.26558800000001,0
176.262868,152.371112,128.519016,156.7956081,126.480984,78.737132,0
187.913014,169.789863,152.230684,173.20693874299997,102.769316,67.086986,0
155.135327,145.920813,131.83585,147.070266904,123.16415,99.86467300000001,0
187.758866,164.663711,144.784625,169.302946541,110.215375,67.24113399999999,0
161.795611,135.405442,109.997578,140.399606035,145.002422,93.20438899999999,0
190.40885,169.977767,152.945761,174.145012133,102.054239,64.59115,0
154.736532,135.91679,124.799038,140.27646912999998,130.200962,100.26346799999999,0
153.200139,134.275952,123.993381,138.762070819,131.006619,101.79986099999999,0
186.908655,160.620028,132.941066,165.324925805,122.058934,68.09134499999999,0
189.333303,148.455159,129.007507,158.46069172799997,125.992493,65.666697,0
185.771227,158.708128,134.520893,164.042649811,120.479107,69.22877299999999,0
187.091168,166.780877,148.903366,170.81561775499998,106.096634,67.90883199999999,0
161.355248,159.745093,159.228407,160.167627141,95.771593,93.64475200000001,0
173.813178,164.826532,169.573502,168.05469373399998,85.42649800000001,81.186822,0
140.849757,136.815227,141.200112,138.52142836,113.79988800000001,114.15024299999999,0
153.614752,155.258306,155.195178,154.759686762,99.804822,101.38524799999999,0
146.131158,145.943146,145.126036,145.906211048,109.873964,108.868842,0
163.86073,164.252523,164.326256,164.143782455,90.673744,91.13927000000001,0
165.375057,157.713428,161.70893,160.459742299,93.29106999999999,89.624943,0
143.298241,144.015206,144.185578,143.82025587299998,110.81442200000001,111.70175900000001,0
153.420665,152.6849,152.923928,152.932142927,102.07607200000001,101.57933499999999,0
189.593317,164.4932,144.15598,169.679691903,110.84402,65.40668299999999,0
157.276411,150.321215,133.065492,150.433666182,121.934508,97.723589,0
161.867282,154.898335,140.021362,155.286075231,114.97863799999999,93.13271800000001,0
198.163202,178.552076,160.573494,182.366244326,94.42650599999999,56.83679799999999,0
193.670015,168.82674,154.449509,174.61587489099998,100.550491,61.32998499999999,0
165.810816,154.117055,140.440186,156.05432647299997,114.55981399999999,89.18918400000001,0
165.324365,143.296263,121.641931,147.41407164999998,133.358069,89.675635,0
161.771528,146.773255,127.414918,149.050888209,127.585082,93.22847200000001,0
194.040045,170.88686,148.493026,175.256765239,106.50697400000001,60.95995500000001,0
162.605998,155.994979,145.351658,156.758335087,109.64834200000001,92.394002,0
157.376916,144.084188,128.578359,146.291049166,126.421641,97.623084,0
155.035215,149.104536,134.889328,149.257275309,120.110672,99.964785,0
160.47902,149.53484,134.677756,151.113442244,120.32224400000001,94.52098000000001,0
170.221729,142.018647,116.987056,147.597767144,138.012944,84.77827099999999,0
169.609306,140.944783,116.139806,146.687707999,138.860194,85.390694,0
193.040827,172.639872,153.415524,176.54818187299998,101.584476,61.95917299999999,0
190.76968,173.946005,156.903556,177.03344463899998,98.09644399999999,64.23032,0
195.565967,182.970797,165.801168,184.779415124,89.19883200000001,59.434033,0
181.28332,162.254253,147.219197,166.229947649,107.78080299999999,73.71668,0
177.532194,154.417201,130.112327,158.55782827099998,124.887673,77.467806,0
167.931325,151.694065,132.785215,154.39339683999998,122.214785,87.06867500000001,0
171.644094,165.075849,151.540956,165.496776453,103.459044,83.355906,0
166.782871,161.634141,147.32655,161.542545896,107.67345,88.217129,0
158.142647,141.439851,131.140641,145.259877064,123.85935900000001,96.85735299999999,0
158.737961,144.123188,132.476926,147.16533125899997,122.52307400000001,96.26203899999999,0
165.990553,161.946672,146.30233,161.372337431,108.69766999999999,89.009447,0
162.449936,157.948568,147.331376,158.084117144,107.668624,92.55006399999999,0
172.992541,156.764106,142.531793,159.99392438299998,112.468207,82.00745900000001,0
187.376871,170.14213,156.295715,173.716826249,98.704285,67.623129,0
180.470588,160.494237,142.615566,164.42899745499997,112.384434,74.52941200000001,0
180.355821,167.170374,151.715299,169.35094410300002,103.28470100000001,74.64417900000001,0
169.392037,156.037298,141.933004,158.422475445,113.06699599999999,85.60796300000001,0
169.753426,164.140382,153.195048,164.57091408,101.80495199999999,85.24657400000001,0
163.286094,146.533376,132.814902,149.978532646,122.18509800000001,91.71390600000001,0
193.706341,178.496469,161.106058,181.06171387399996,93.89394200000001,61.29365899999999,0
199.593223,181.624325,162.217545,184.784652582,92.782455,55.406777000000005,0
177.353899,156.066028,130.254918,159.48863488899997,124.745082,77.64610099999999,0
